,date,open_,low,high,close,volume,range_position,shcode,month_ma5_score,week_ma5_score,week_ma20_score,week_golden_cross,week_dead_cross,week_up,week_down
8,20190517,2490,2480,3095,2805,25215761,0.5284552845528455,131370,0.7,0.7,1.0,0,0,5,0
6,20190521,2880,2765,3430,3150,35486658,0.5789473684210527,131370,0.7,0.8,1.0,0,0,5,0
8,20190530,3190,3175,3980,3530,39440623,0.4409937888198758,131370,0.7,0.8,1.0,0,0,5,0
8,20190830,2900,2900,3470,3255,7915102,0.6228070175438597,131370,1.0,0.0,1.0,0,0,5,0
8,20190322,2330,2325,2845,2455,10057409,0.25,131760,0.0,0.15,0.0,0,0,0,5
8,20191114,1480,1480,1885,1735,22954017,0.6296296296296297,131760,0.0,0.6,0.3,1,0,1,4
6,20191118,1850,1815,2175,2035,22927751,0.6111111111111112,131760,0.0,0.6499999999999999,0.5,1,0,2,3
6,20190715,2285,2275,2650,2365,13072373,0.24,133750,0.15,0.4,0.0,0,0,0,5
7,20190904,2560,2530,3055,2765,26274239,0.44761904761904764,133750,0.0,0.0,0.0,0,0,0,5
4,20190916,2900,2790,3305,3140,32171921,0.6796116504854369,133750,0.0,0.5,0.5,1,0,1,4
6,20190919,2725,2660,3475,3230,37035941,0.6993865030674846,133750,0.0,0.5,0.5,1,0,1,4
6,20191022,3195,3155,4120,3690,41098832,0.5544041450777202,133750,0.3,1.0,1.0,0,0,5,0
8,20191025,3950,3855,4950,4605,65965807,0.684931506849315,133750,0.3,1.0,1.0,0,0,5,0
8,20190418,3180,3145,3660,3480,16584965,0.6504854368932039,136480,0.5,0.6499999999999999,1.0,0,0,5,0
4,20190917,3645,3400,3665,3665,17464907,1.0,136480,0.5,0.7,0.0,0,0,0,5
5,20190918,4000,4000,4585,4400,57931355,0.6837606837606838,136480,0.5,0.7,0.0,0,0,0,5
6,20190920,3535,3440,4285,3860,39422829,0.4970414201183432,136480,0.5,0.7,0.0,0,0,0,5
7,20190502,9000,8990,11700,11200,1796549,0.8154981549815498,136510,0.5,0.6499999999999999,0.7,0,0,5,0
6,20190510,10600,10600,13500,11750,4404953,0.39655172413793105,136510,0.5,0.7,0.8500000000000001,0,0,5,0
7,20190724,8500,8500,10800,10400,3660522,0.8260869565217391,136510,0.8500000000000001,0.5,1.0,0,0,5,0
8,20190802,4405,4360,5450,4900,5046323,0.4954128440366973,137400,0.15,0.2,0.0,0,0,0,5
7,20191023,6240,6170,7060,6790,2989176,0.6966292134831461,137400,0.0,0.3,0.8500000000000001,0,0,5,0
7,20191204,1300,1290,1550,1400,29109169,0.4230769230769231,137940,0.0,0.35,0.0,0,0,0,5
8,20190829,3550,3550,4460,4125,5236833,0.6318681318681318,137950,0.3,0.0,0.0,0,0,0,5
8,20190830,4520,4375,5360,5360,10172377,1.0,137950,0.3,0.0,0.0,0,0,0,5
7,20190911,4875,4780,6170,5930,16864894,0.8273381294964028,137950,0.44999999999999996,0.5,0.5,1,0,1,4
6,20190319,22400,22250,25150,24300,983898,0.7068965517241379,138080,1.0,0.8,1.0,0,0,5,0
8,20190405,24900,24200,28400,26500,1695132,0.5476190476190477,138080,1.0,0.8500000000000001,1.0,0,0,5,0
6,20190515,45000,42500,50700,50700,2042215,1.0,138080,1.0,1.0,1.0,0,0,5,0
6,20190121,4350,4230,4930,4900,4417512,0.9571428571428572,138360,0.3,0.0,0.0,0,0,0,5
6,20190122,5200,5100,5870,5870,5590765,1.0,138360,0.3,0.0,0.0,0,0,0,5
6,20190612,16400,15550,18000,16300,1773686,0.30612244897959184,138580,0.2,0.5,0.0,0,0,0,5
8,20191025,8130,8030,9620,8470,3221940,0.27672955974842767,138610,0.0,1.0,0.0,1,0,3,2
7,20191030,8620,8400,11200,9730,5191342,0.475,138610,0.0,1.0,0.3,1,0,4,1
6,20190402,1755,1700,1900,1825,13515324,0.625,139050,0.0,0.0,0.0,0,0,0,5
6,20191112,579,579,760,760,27127857,1.0,139050,0.0,0.0,0.0,0,0,0,5
7,20191113,783,722,973,880,42775185,0.6294820717131474,139050,0.0,0.0,0.0,0,0,0,5
8,20191121,778,751,978,978,40101879,1.0,139050,0.0,0.3,0.0,0,0,0,5
3,20190212,3275,3215,4080,3685,9507816,0.5433526011560693,140520,0.0,0.8500000000000001,0.0,1,0,1,4
7,20190403,2980,2950,3740,3350,10080393,0.5063291139240507,140520,0.3,0.15,0.6499999999999999,0,1,4,1
6,20190715,9450,9250,11550,10600,3988948,0.5869565217391305,140670,0.35,0.5,0.0,0,0,0,5
5,20190819,8570,8460,10800,10200,3440397,0.7435897435897436,140670,0.3,0.0,0.0,0,0,0,5
8,20190117,2365,2315,2580,2520,8106805,0.7735849056603774,141020,0.7,0.0,1.0,0,1,3,2
6,20190215,1635,1630,1940,1770,34533402,0.45161290322580644,141020,0.8500000000000001,0.15,0.7,0,0,0,5
8,20190117,12250,12100,14450,13100,1691978,0.425531914893617,142280,0.8500000000000001,0.0,1.0,0,1,1,4
8,20191025,5790,5790,7500,7500,2953914,1.0,142280,0.0,0.35,0.0,0,0,0,5
6,20191029,7290,7200,8910,7750,4903136,0.3216374269005848,142280,0.0,0.5,0.0,0,0,0,5
5,20190305,14950,14700,17150,15300,4117419,0.24489795918367346,142760,0.2,0.7,0.0,1,0,5,0
7,20190522,25150,25150,30450,29150,1348157,0.7547169811320755,143160,0.5,0.0,0.8500000000000001,0,1,4,1
6,20191125,32300,32300,38700,34300,1060786,0.3125,144510,0.0,0.7,0.4,0,0,5,0
7,20190703,4840,4775,6140,6140,8489077,1.0,147760,0.5,0.7,0.35,1,1,2,3
8,20181207,8020,7970,9370,8860,3451766,0.6357142857142857,147830,0.0,0.3,0.0,0,0,0,5
8,20190315,4410,3970,4560,4560,5561072,1.0,150840,0.0,0.0,0.0,0,0,0,5
6,20190318,5410,5100,5920,5920,11306739,1.0,150840,0.0,0.3,0.0,0,0,0,5
8,20191024,4510,4345,5480,5240,6912904,0.788546255506608,150840,0.3,1.0,0.0,0,0,0,5
6,20190110,9000,8890,11700,11700,4242407,1.0,153710,0.0,0.0,0.0,0,0,0,0
8,20190829,9690,9100,11400,9230,3169749,0.05652173913043478,153710,0.5,0.15,0.0,0,0,0,5
6,20190114,6740,6550,7410,7080,5487626,0.6162790697674418,154030,0.8,0.15,1.0,0,0,5,0
7,20190116,7190,6990,8130,7620,5215581,0.5526315789473685,154030,0.8,0.15,1.0,0,0,5,0
8,20190124,8250,8240,9770,9770,12591645,1.0,154030,0.8,0.44999999999999996,1.0,0,0,5,0
8,20190405,7160,7150,8110,7580,6608249,0.4479166666666667,154030,1.0,0.0,0.6499999999999999,0,1,4,1
5,20190508,7400,7310,8300,7590,6276889,0.2828282828282828,154030,1.0,0.55,1.0,0,0,0,5
5,20190611,7440,7320,8000,8000,3124614,1.0,154030,1.0,0.3,0.7,0,0,0,5
4,20190916,6720,6620,7950,7450,6669283,0.6240601503759399,154030,0.3,0.7,0.0,0,0,0,5
6,20190430,3720,3720,4580,4395,5792141,0.7848837209302325,154040,0.3,0.0,0.0,0,1,0,5
5,20190508,4150,4120,5500,5050,11656541,0.6739130434782609,154040,0.5,0.3,0.3,1,0,1,4
6,20190509,4990,4805,6000,5440,14573343,0.5313807531380753,154040,0.5,0.3,0.3,1,0,1,4
6,20190520,9350,9350,11850,10800,3152330,0.58,159580,0.5,0.35,1.0,0,0,5,0
7,20190516,5850,5800,7540,6220,9271152,0.2413793103448276,160600,0.0,0.8,0.44999999999999996,0,0,0,5
6,20190722,6190,6170,7470,6930,3306498,0.5846153846153846,160600,0.0,0.7,0.3,0,0,0,5
8,20190725,5640,5640,7000,6630,3141910,0.7279411764705882,160600,0.0,0.7,0.3,0,0,0,5
6,20190729,6500,6380,7840,7500,3986185,0.7671232876712328,160600,0.0,0.8500000000000001,0.5,1,0,1,4
8,20190801,7750,7630,9390,8200,6470410,0.32386363636363635,160600,0.3,0.8500000000000001,0.5,1,0,1,4
8,20191115,8880,8850,10000,10000,2265381,1.0,161580,0.8,0.8500000000000001,0.7,1,1,3,2
7,20190403,12150,12150,15300,13450,2900002,0.4126984126984127,166480,0.44999999999999996,0.5,0.8500000000000001,0,0,5,0
7,20190410,7550,7540,9810,9810,7282353,1.0,168330,0.0,0.0,0.0,0,0,0,5
8,20191024,3675,3625,4775,4775,4608310,1.0,168330,0.0,0.15,0.0,0,0,0,5
8,20191025,5340,5040,6200,6200,6971689,1.0,168330,0.0,0.15,0.0,0,0,0,5
8,20191031,4705,4625,6120,5400,12540259,0.5183946488294314,168330,0.0,0.3,0.0,0,0,0,5
8,20190322,2850,2850,3560,3245,6628437,0.5563380281690141,170030,0.0,0.5,0.3,0,0,5,0
8,20190405,3150,3095,3965,3965,8560232,1.0,170030,0.3,0.6499999999999999,0.7,0,0,5,0
6,20190408,4025,4025,4770,4175,8313543,0.20134228187919462,170030,0.3,0.7,0.8500000000000001,0,0,5,0
5,20190923,3180,3180,3685,3470,6386825,0.5742574257425742,170030,0.7,0.7,0.0,0,0,0,5
7,20190703,11450,11400,14200,12600,3226527,0.42857142857142855,170920,0.55,1.0,0.7,1,0,3,2
7,20190710,11250,11200,14550,14300,4083799,0.9253731343283582,170920,0.55,1.0,0.8,1,0,4,1
7,20190703,6300,5930,6690,6490,5336051,0.7368421052631579,171010,1.0,0.15,1.0,0,1,3,2
6,20190715,6120,5900,7390,7060,4925195,0.7785234899328859,171010,1.0,0.5,1.0,1,1,3,2
6,20190722,6000,5830,7440,6860,7147502,0.639751552795031,171010,1.0,0.7,1.0,1,1,3,2
7,20191004,8360,8350,8990,8990,5117496,1.0,171010,1.0,0.15,1.0,0,0,5,0
5,20191008,9030,8590,11200,9830,14322662,0.47509578544061304,171010,1.0,0.3,1.0,0,0,5,0
7,20190717,8610,8600,10700,9980,5380861,0.6571428571428571,171090,0.3,0.8500000000000001,0.0,0,0,0,5
6,20190827,8200,8200,9710,9190,2494728,0.6556291390728477,171090,0.15,0.3,0.0,0,0,5,0
8,20181206,9970,9900,12250,10600,3349009,0.2978723404255319,173130,0.0,0.5,0.0,0,0,0,0
6,20190409,11600,11600,13350,12650,1817698,0.6,173130,0.3,0.3,1.0,0,1,3,2
5,20190610,13800,13300,16000,15200,3378730,0.7037037037037037,173130,0.4,0.5,0.5,1,0,1,4
5,20190103,18250,17500,21750,20100,1296937,0.611764705882353,174880,1.0,0.8500000000000001,0.5,1,0,1,4
8,20191114,2460,2425,2830,2620,12004267,0.48148148148148145,174880,0.0,0.0,0.0,0,0,0,5
8,20191115,2655,2625,3145,2895,18459005,0.5192307692307693,174880,0.0,0.0,0.0,0,0,0,5
6,20191119,3100,3000,3640,3130,53515805,0.203125,174880,0.0,0.3,0.0,0,0,0,5
7,20191120,3200,3170,3650,3350,30493611,0.375,174880,0.0,0.3,0.0,0,0,0,5
7,20190410,47750,47700,57400,51200,684361,0.36082474226804123,174900,0.3,0.7,1.0,0,0,5,0
6,20191105,23650,23650,30550,30550,658283,1.0,175250,0.0,0.5,0.0,0,0,0,5
7,20191106,34750,31600,38150,33300,3019832,0.2595419847328244,175250,0.0,0.5,0.0,0,0,0,5
6,20191118,29750,29750,38650,38650,2635968,1.0,175250,0.0,0.8500000000000001,0.0,1,0,2,3
8,20191121,32550,32250,40650,34700,3678800,0.2916666666666667,175250,0.0,0.8500000000000001,0.0,1,0,2,3
7,20190227,4940,4915,6110,5290,4121704,0.3138075313807531,176440,0.15,1.0,0.7,1,0,4,1
5,20190304,4800,4770,6280,6120,4601045,0.8940397350993378,176440,0.3,1.0,0.8500000000000001,1,0,5,0
7,20190607,14050,13400,14600,14200,1698509,0.6666666666666666,176440,0.8500000000000001,1.0,1.0,0,0,5,0
7,20190619,14600,14600,17750,16200,2836372,0.5079365079365079,176440,0.8500000000000001,1.0,1.0,0,0,5,0
6,20191016,3050,3050,3955,3955,5085702,1.0,177350,0.0,0.5,0.0,0,0,0,5
7,20191017,4600,4075,4700,4300,5120662,0.36,177350,0.0,0.5,0.0,0,0,0,5
6,20191021,4375,4320,5390,4950,18205625,0.5887850467289719,177350,0.0,0.6,0.3,0,0,0,5
7,20190403,5030,5000,6240,5640,4045224,0.5161290322580645,177830,0.3,0.7,0.7,1,0,4,1
6,20191119,4345,4345,5700,5700,6070717,1.0,177830,0.15,0.5,0.0,1,0,1,4
7,20190403,19050,18950,22450,22000,3695350,0.8714285714285714,178320,0.15,0.35,0.0,0,0,0,5
7,20190703,30000,30000,32250,32050,1082126,0.9111111111111111,178920,0.0,0.7,0.0,0,0,0,5
8,20190712,33000,30750,33750,32050,3608262,0.43333333333333335,178920,0.0,0.8500000000000001,0.0,0,0,0,5
6,20190215,4370,4310,5340,5340,34720025,1.0,179290,0.0,0.4,0.0,0,0,0,0
5,20190305,4390,4370,5440,5220,24334150,0.794392523364486,179290,0.0,0.8500000000000001,0.0,0,0,0,0
7,20190613,5000,5000,5890,5290,8711675,0.3258426966292135,179290,0.5,0.0,1.0,0,0,5,0
8,20190725,4265,4240,5650,5650,11923909,1.0,179290,0.7,0.0,0.6,0,0,0,5
7,20190220,8750,8700,11250,10300,3422510,0.6274509803921569,179900,0.0,1.0,0.0,0,0,0,5
8,20190711,18500,18500,23700,23700,3377296,1.0,179900,0.7,0.55,1.0,0,0,5,0
7,20181219,5550,5550,7210,7050,3981912,0.9036144578313253,180400,0.0,0.2,0.0,0,0,0,5
4,20190102,6250,6230,7540,6820,3138079,0.45038167938931295,180400,0.0,0.15,0.0,0,0,0,5
7,20190111,6280,6260,7720,6710,5990215,0.3082191780821918,180400,0.0,0.0,0.0,0,0,0,5
3,20190211,7900,7810,9180,8560,7051448,0.5474452554744526,180400,0.0,1.0,0.0,0,0,0,5
8,20191108,3060,3060,3915,3915,14240948,1.0,182360,0.0,1.0,0.0,0,0,0,5
6,20191111,4500,4435,5080,5080,9582679,1.0,182360,0.0,1.0,0.0,1,0,1,4
8,20191031,57400,57400,71100,64000,536831,0.48175182481751827,183490,0.0,0.5,0.0,0,0,0,5
8,20190221,1600,1600,2000,1820,22760955,0.55,184230,0.0,1.0,0.0,1,0,2,3
6,20190423,1885,1870,2190,1955,13089253,0.265625,184230,0.3,0.8500000000000001,1.0,0,0,5,0
7,20190320,9680,9310,11600,11000,2647167,0.7379912663755459,187220,0.0,0.3,0.3,0,0,5,0
7,20190313,3580,3505,4150,3850,5299053,0.5348837209302325,187270,0.0,0.8,0.5,0,0,5,0
7,20191106,6050,6020,7250,6080,7308240,0.04878048780487805,187420,0.0,0.0,0.0,0,0,0,5
8,20191107,6100,6100,7270,6730,6351757,0.5384615384615384,187420,0.0,0.0,0.0,0,0,0,5
8,20190322,2475,2465,2915,2825,10089155,0.8,187790,0.55,0.8,1.0,0,0,5,0
5,20190109,4800,4795,5860,5860,10423971,1.0,189860,0.0,0.0,0.0,0,0,0,5
8,20190221,1270,1260,1650,1650,31270294,1.0,192250,0.0,1.0,0.0,1,0,3,2
7,20190417,1635,1555,1920,1790,92950146,0.6438356164383562,192250,0.3,0.5,1.0,0,0,5,0
7,20190313,60900,60400,72400,69800,614908,0.7833333333333333,192440,0.8500000000000001,0.5,1.0,0,0,5,0
6,20181224,1645,1625,2075,1880,11808155,0.5666666666666667,193250,0.2,0.0,0.0,0,0,0,5
7,20181227,1775,1775,2145,2050,20772609,0.7432432432432432,193250,0.2,0.0,0.0,0,0,0,5
5,20190208,2180,2180,2680,2360,26666501,0.36,193250,0.15,1.0,0.0,1,0,1,4
8,20190411,2585,2545,2945,2710,17824968,0.4125,193250,0.3,0.44999999999999996,0.8500000000000001,0,0,5,0
5,20190311,20250,20100,22650,22650,1075934,1.0,194700,0.0,1.0,0.0,0,0,0,0
7,20190717,349,344,447,447,46536880,1.0,195440,0.0,0.15,0.0,0,0,0,5
7,20191023,269,225,284,244,145589372,0.3220338983050847,195440,0.0,0.15,0.0,0,0,0,5
7,20190710,725,700,810,770,26365613,0.6363636363636364,195990,0.35,0.5,0.0,0,0,0,5
8,20190711,890,852,1000,928,53249532,0.5135135135135135,195990,0.35,0.5,0.0,0,0,0,5
8,20191025,1275,1240,1655,1400,28683070,0.3855421686746988,195990,0.7,0.44999999999999996,1.0,0,0,5,0
6,20191029,1100,1000,1175,1055,34081988,0.3142857142857143,195990,0.7,0.5,1.0,0,0,5,0
8,20190228,31300,31100,35450,34100,592807,0.6896551724137931,196170,0.0,0.8,0.0,1,0,2,3
7,20190308,35950,35600,39200,38500,620410,0.8055555555555556,196170,0.0,0.8500000000000001,0.3,1,0,3,2
7,20190828,26950,26350,32200,32200,1614241,1.0,196170,0.7,0.0,0.0,0,0,0,5
7,20190320,19800,17850,20950,18500,2053025,0.20967741935483872,196300,0.0,1.0,0.3,1,0,4,1
6,20190110,1265,1265,1520,1350,44343386,0.3333333333333333,196450,0.15,0.6,0.0,2,1,3,2
8,20190117,1350,1310,1515,1465,41244683,0.7560975609756098,196450,0.15,0.6499999999999999,0.3,1,1,3,2
5,20190304,995,991,1140,1135,31225843,0.9664429530201343,196450,0.3,0.15,0.8500000000000001,0,1,3,2
5,20190305,1145,1140,1225,1195,29288103,0.6470588235294118,196450,0.3,0.15,0.8500000000000001,0,1,3,2
6,20191021,930,811,976,822,46906535,0.06666666666666667,196450,0.0,0.8,0.7,1,0,5,0
5,20190208,2490,2480,3035,2645,11757085,0.2972972972972973,196700,0.0,0.7,0.0,0,0,0,5
6,20190326,4195,4170,5050,4665,5619645,0.5625,197210,0.8500000000000001,0.0,1.0,0,0,0,5
7,20190130,2920,2920,3755,3755,16473279,1.0,198440,0.15,0.8500000000000001,0.0,1,0,1,4
7,20190607,2975,2910,3680,3460,34705758,0.7142857142857143,198440,0.55,0.0,0.15,0,0,0,5
6,20190612,3270,3200,3790,3520,22657010,0.5423728813559322,198440,0.55,0.3,0.3,0,0,0,5
6,20190812,3100,3005,3490,3175,28798431,0.35051546391752575,198440,0.3,0.0,0.3,0,1,3,2
7,20190816,2950,2905,3740,3195,39727376,0.3473053892215569,198440,0.3,0.0,0.3,0,1,3,2
7,20191106,2985,2970,3755,3405,41602042,0.554140127388535,198440,0.7,0.35,0.5,0,0,5,0
8,20190314,8840,8660,9440,8910,10717987,0.32051282051282054,200230,0.2,0.8,0.0,0,0,0,5
8,20190524,6900,6900,8240,7310,13084527,0.30597014925373134,200230,0.15,0.2,0.0,0,0,0,5
6,20191028,5070,5030,6600,6100,19473807,0.6815286624203821,200230,0.0,0.2,0.0,0,0,0,5
6,20191104,6830,6720,8210,7680,22430406,0.6442953020134228,200230,0.0,0.5,0.3,1,0,1,4
6,20191105,7860,7760,9860,9710,41412821,0.9285714285714286,200230,0.0,0.5,0.3,1,0,1,4
6,20190730,12950,12950,15600,15000,1845009,0.7735849056603774,200710,1.0,0.5,0.15,0,0,0,5
8,20191108,13900,13650,17450,15400,2110103,0.4605263157894737,200780,0.0,0.0,0.0,0,0,0,5
6,20191111,15350,15300,18250,16750,1421088,0.4915254237288136,200780,0.0,0.3,0.0,0,0,0,5
8,20190419,6810,6810,7910,7750,4203422,0.8545454545454545,201490,0.3,0.7,1.0,0,0,5,0
5,20191014,6660,6610,7630,7390,4917556,0.7647058823529411,201490,0.3,1.0,0.0,1,0,2,3
7,20190220,4015,3985,4640,4290,9353740,0.46564885496183206,203650,0.0,1.0,0.0,1,0,4,1
8,20190221,4210,4210,5560,5360,17372163,0.8518518518518519,203650,0.0,1.0,0.0,1,0,4,1
7,20190503,3865,3850,4560,3935,6864531,0.11971830985915492,203650,0.7,0.0,1.0,0,0,5,0
6,20190618,3550,3540,4625,4100,21513663,0.5161290322580645,203650,0.55,0.0,0.15,0,0,0,5
8,20191024,2995,2965,3820,3625,21281416,0.7719298245614035,203650,0.15,0.15,0.0,0,0,0,5
8,20191025,3585,3505,4500,3950,29798222,0.4472361809045226,203650,0.15,0.15,0.0,0,0,0,5
8,20190124,5610,5550,6490,6260,6054434,0.7553191489361702,203690,0.15,0.0,0.0,0,0,0,5
6,20190430,5580,5560,6900,6330,15576055,0.5746268656716418,203690,0.0,0.0,0.0,0,1,3,2
7,20190502,6350,6220,7240,6750,11933247,0.5196078431372549,203690,0.0,0.0,0.0,0,1,3,2
6,20190716,7840,7200,8200,7210,5949385,0.01,204020,0.0,0.55,0.0,0,0,0,5
8,20190725,6800,6800,7750,7170,3421940,0.3894736842105263,204020,0.0,0.8,0.0,0,0,0,5
6,20190805,3340,3330,4445,3950,7886625,0.5560538116591929,204020,0.0,0.55,0.0,0,0,0,5
6,20190806,3820,3650,4945,4605,11462924,0.7374517374517374,204020,0.0,0.55,0.0,0,0,0,5
7,20191023,2800,2795,3425,3115,13912764,0.5079365079365079,204020,0.0,0.0,0.0,0,0,0,5
8,20190523,3280,3275,4060,3500,6560975,0.28662420382165604,204630,0.5,0.35,1.0,0,0,5,0
7,20190410,2965,2925,3795,3450,15152901,0.603448275862069,205100,0.3,0.8,0.35,1,0,5,0
7,20190503,1805,1805,2250,1905,13035327,0.2247191011235955,205470,0.5,0.8500000000000001,1.0,0,0,5,0
7,20190522,1650,1640,2035,1750,13557262,0.27848101265822783,205470,0.5,0.7,1.0,0,0,5,0
7,20190130,2470,2460,2920,2775,7323192,0.6847826086956522,205500,0.0,0.3,0.0,0,0,0,5
7,20191030,2060,1535,2060,1760,15693079,0.42857142857142855,205500,0.2,0.4,0.2,0,0,0,5
7,20190111,5150,5150,6680,5970,10189781,0.5359477124183006,206560,0.0,0.0,0.0,0,0,0,5
6,20190114,6100,5910,7360,7250,14817174,0.9241379310344827,206560,0.0,0.3,0.0,0,0,0,5
6,20190416,7620,7230,9070,9070,18030753,1.0,206560,0.3,0.8,1.0,0,0,5,0
5,20190508,7960,7750,9420,8460,6416645,0.4251497005988024,206650,0.5,0.8,1.0,0,0,5,0
8,20190628,3570,3535,4590,4300,12369010,0.7251184834123223,207760,0.7,1.0,1.0,0,0,5,0
8,20190704,4490,4305,5370,5260,16237157,0.8967136150234741,207760,0.8500000000000001,1.0,1.0,0,0,5,0
6,20190708,4875,4875,5890,5230,14809838,0.3497536945812808,207760,0.8500000000000001,1.0,1.0,0,0,5,0
8,20190711,7000,6620,7930,7000,21426875,0.2900763358778626,207760,0.8500000000000001,1.0,1.0,0,0,5,0
7,20191030,7080,7080,9130,8230,24920667,0.5609756097560976,207760,1.0,0.0,1.0,0,0,5,0
8,20190222,3700,3650,4290,3965,7829950,0.4921875,208140,0.5,1.0,1.0,0,0,5,0
4,20190917,3170,2930,3410,3410,8990113,1.0,208140,0.15,0.7,0.0,0,0,0,5
5,20190918,3600,3500,4090,3815,13335361,0.5338983050847458,208140,0.15,0.7,0.0,0,0,0,5
6,20190920,3140,3115,3970,3750,18272673,0.7426900584795322,208140,0.15,0.7,0.0,0,0,0,5
6,20190312,82000,81500,90000,90000,974791,1.0,208340,0.0,1.0,0.0,0,0,0,0
7,20190828,31400,31050,40600,38000,609638,0.7277486910994765,208340,0.0,0.0,0.0,0,0,0,5
7,20190626,1535,1510,1995,1995,39291124,1.0,208350,0.7,0.3,1.0,0,1,1,4
6,20190910,1430,1420,1650,1540,18099053,0.5217391304347826,208350,0.5,0.3,0.0,0,1,0,5
8,20190125,1250,1250,1565,1455,24478059,0.6507936507936508,208640,0.15,0.5,0.0,0,0,0,5
8,20190321,1430,1350,1730,1660,30581091,0.8157894736842105,208640,0.0,0.15,0.0,0,0,0,5
7,20190327,6790,6720,8490,7610,2981514,0.5028248587570622,208860,0.0,0.0,0.0,0,0,0,5
5,20190923,4655,4655,5780,5780,3541914,1.0,212560,0.5,0.7,0.0,0,0,0,5
6,20190402,6260,6190,7220,6750,5119293,0.5436893203883495,214150,0.6499999999999999,0.5,1.0,0,0,5,0
8,20190412,8080,8070,9890,9630,4024649,0.8571428571428571,214150,0.6499999999999999,0.6,1.0,0,0,5,0
6,20190515,10800,10200,11600,11600,5304794,1.0,214150,0.7,1.0,1.0,0,0,5,0
8,20190517,11950,11800,14800,13550,5802350,0.5833333333333334,214150,0.7,1.0,1.0,0,0,5,0
6,20190730,12650,12600,16300,15200,5365190,0.7027027027027027,214150,1.0,0.44999999999999996,1.0,0,0,5,0
6,20190219,1520,1475,1915,1820,41103562,0.7840909090909091,214270,0.0,0.7,0.5,1,0,1,4
7,20190605,1265,1265,1640,1355,37131102,0.24,214270,0.55,0.0,0.55,0,1,3,2
7,20190607,1545,1495,1710,1675,57412701,0.8372093023255814,214270,0.55,0.0,0.55,0,1,3,2
7,20190614,1625,1575,1895,1780,46201961,0.640625,214270,0.55,0.3,0.6499999999999999,0,1,2,3
6,20190617,1730,1695,2150,1940,66702363,0.5384615384615384,214270,0.55,0.5,0.8,0,1,1,4
6,20190821,1570,1425,1575,1425,18410608,0.0,214270,0.5,0.0,0.0,0,1,0,5
6,20190128,1430,1425,1820,1680,19880189,0.6455696202531646,214680,0.0,0.7,0.0,0,0,0,5
6,20190226,1725,1715,2025,1815,11577936,0.3225806451612903,214680,0.0,1.0,0.0,1,0,3,2
7,20190522,1620,1605,2080,2080,25175880,1.0,214680,0.5,0.35,1.0,0,0,5,0
6,20190528,1830,1795,2200,2080,31048873,0.7037037037037037,214680,0.5,0.44999999999999996,1.0,0,0,5,0
7,20190613,1955,1940,2500,2500,53629894,1.0,214680,0.7,0.7,1.0,0,0,5,0
6,20191202,1780,1775,2225,2120,115111810,0.7666666666666667,214680,0.0,0.8500000000000001,0.0,1,0,1,4
7,20190308,2140,2100,2545,2320,10299883,0.4943820224719101,215090,0.0,0.7,0.5,1,0,5,0
6,20190326,2350,2335,2995,2995,9770153,1.0,215090,0.0,0.35,1.0,0,0,5,0
7,20190717,2300,2175,2730,2500,25443417,0.5855855855855856,215090,0.8500000000000001,0.35,1.0,0,0,5,0
8,20190718,2495,2400,3180,2830,31371911,0.5512820512820513,215090,0.8500000000000001,0.35,1.0,0,0,5,0
7,20191018,2385,2145,2495,2145,10435813,0.0,215090,0.5,0.35,0.0,0,0,0,5
6,20190325,2530,2515,3285,3285,15426203,1.0,215100,0.0,1.0,0.5,1,0,5,0
6,20190326,3585,3520,3920,3735,22259135,0.5375,215100,0.0,1.0,0.5,1,0,5,0
6,20190402,3770,3710,4935,4800,33308598,0.889795918367347,215100,0.3,1.0,0.7,0,0,5,0
8,20190524,3430,3385,4490,4490,18524877,1.0,215100,0.5,0.5,1.0,0,0,5,0
7,20190607,3650,3640,4410,4030,15373407,0.5064935064935064,215100,0.7,0.15,1.0,0,0,5,0
8,20190620,4420,4420,5710,5710,37295414,1.0,215100,0.7,0.3,1.0,0,0,5,0
6,20190625,5670,5660,7260,6130,38488167,0.29375,215100,0.7,0.5,1.0,0,0,5,0
6,20190813,4885,4850,6130,5580,17237166,0.5703125,215100,1.0,0.3,1.0,0,0,5,0
6,20191029,4790,4790,5720,5060,16369646,0.2903225806451613,215100,1.0,0.0,1.0,0,1,3,2
6,20190122,2370,2320,2965,2750,14184621,0.6666666666666666,215380,0.0,0.3,0.0,0,0,0,5
6,20190129,2680,2605,3010,2675,11685999,0.1728395061728395,215380,0.0,0.5,0.0,0,0,0,5
5,20190513,2805,2705,3270,2815,9367155,0.19469026548672566,215380,0.5,0.8500000000000001,1.0,0,0,5,0
5,20191015,5710,5450,6450,5540,3740320,0.09,215380,1.0,0.6499999999999999,1.0,0,0,5,0
7,20191113,5420,5350,7000,6530,5242865,0.7151515151515152,215380,1.0,0.44999999999999996,1.0,0,0,5,0
6,20191118,6340,6320,8020,8020,15457468,1.0,215380,1.0,0.5,1.0,0,0,5,0
6,20190110,1320,1280,1430,1430,17838665,1.0,215480,0.0,0.0,0.0,0,0,0,5
6,20190114,1495,1350,1865,1865,34179601,1.0,215480,0.0,0.3,0.3,0,0,0,5
7,20190116,1810,1735,2355,2085,51253260,0.5645161290322581,215480,0.0,0.3,0.3,0,0,0,5
